Datum von;Datum bis;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
02.12.2023 23:15;02.12.2023 23:30;12.603,00;11.134,00;132,75
02.12.2023 23:30;02.12.2023 23:45;12.505,75;11.017,75;74,25
02.12.2023 23:45;03.12.2023 00:00;12.324,75;10.827,50;174,25
03.12.2023 00:00;03.12.2023 00:15;12.227,00;10.700,50;114,75
03.12.2023 00:15;03.12.2023 00:30;12.102,75;10.533,75;283,50
03.12.2023 00:30;03.12.2023 00:45;11.944,50;10.328,00;330,25
03.12.2023 00:45;03.12.2023 01:00;11.899,75;10.246,75;415,00
03.12.2023 01:00;03.12.2023 01:15;11.888,25;10.210,50;376,00
03.12.2023 01:15;03.12.2023 01:30;11.742,00;10.044,00;428,00
03.12.2023 01:30;03.12.2023 01:45;11.606,50;9.871,50;516,00
03.12.2023 01:45;03.12.2023 02:00;11.469,25;9.733,50;494,00
03.12.2023 02:00;03.12.2023 02:15;11.295,00;9.560,00;429,25
03.12.2023 02:15;03.12.2023 02:30;11.239,00;9.499,50;473,25
03.12.2023 02:30;03.12.2023 02:45;11.155,00;9.395,00;521,50
03.12.2023 02:45;03.12.2023 03:00;11.151,00;9.364,75;651,50
03.12.2023 03:00;03.12.2023 03:15;11.125,50;9.290,00;895,50
03.12.2023 03:15;03.12.2023 03:30;11.115,50;9.232,50;891,50
03.12.2023 03:30;03.12.2023 03:45;11.175,00;9.273,00;883,75
03.12.2023 03:45;03.12.2023 04:00;11.292,75;9.397,50;954,50
03.12.2023 04:00;03.12.2023 04:15;11.215,75;9.315,00;1.057,75
03.12.2023 04:15;03.12.2023 04:30;11.259,75;9.359,50;1.116,50
03.12.2023 04:30;03.12.2023 04:45;11.264,00;9.396,00;1.101,50
03.12.2023 04:45;03.12.2023 05:00;11.357,50;9.515,50;1.088,75
03.12.2023 05:00;03.12.2023 05:15;11.249,50;9.408,50;985,00
03.12.2023 05:15;03.12.2023 05:30;11.267,25;9.427,50;975,75
03.12.2023 05:30;03.12.2023 05:45;11.216,50;9.358,50;985,50
03.12.2023 05:45;03.12.2023 06:00;11.144,75;9.246,75;1.011,50
03.12.2023 06:00;03.12.2023 06:15;11.147,25;9.201,50;942,25
03.12.2023 06:15;03.12.2023 06:30;11.231,00;9.279,50;863,25
03.12.2023 06:30;03.12.2023 06:45;11.164,75;9.174,50;820,00
03.12.2023 06:45;03.12.2023 07:00;11.233,00;9.168,00;821,00
03.12.2023 07:00;03.12.2023 07:15;11.430,75;9.317,00;698,00
03.12.2023 07:15;03.12.2023 07:30;11.568,25;9.437,25;626,00
03.12.2023 07:30;03.12.2023 07:45;11.734,75;9.573,25;486,25
03.12.2023 07:45;03.12.2023 08:00;11.891,25;9.725,25;424,75
03.12.2023 08:00;03.12.2023 08:15;12.202,00;10.046,25;472,50
03.12.2023 08:15;03.12.2023 08:30;12.460,25;10.299,50;292,00
03.12.2023 08:30;03.12.2023 08:45;12.656,75;10.481,00;326,25
03.12.2023 08:45;03.12.2023 09:00;12.900,25;10.708,75;188,50
03.12.2023 09:00;03.12.2023 09:15;13.111,00;10.908,00;65,50
03.12.2023 09:15;03.12.2023 09:30;13.349,00;11.135,50;77,50
03.12.2023 09:30;03.12.2023 09:45;13.494,00;11.256,75;85,25
03.12.2023 09:45;03.12.2023 10:00;13.618,25;11.317,25;66,75
03.12.2023 10:00;03.12.2023 10:15;13.751,75;11.325,75;72,00
03.12.2023 10:15;03.12.2023 10:30;13.859,75;11.276,00;143,25
03.12.2023 10:30;03.12.2023 10:45;13.931,50;11.226,00;173,00
03.12.2023 10:45;03.12.2023 11:00;14.031,75;11.244,75;196,00
03.12.2023 11:00;03.12.2023 11:15;14.220,50;11.404,50;121,75
03.12.2023 11:15;03.12.2023 11:30;14.349,00;11.505,25;140,25
03.12.2023 11:30;03.12.2023 11:45;14.451,75;11.608,75;154,00
03.12.2023 11:45;03.12.2023 12:00;14.424,25;11.523,25;186,50
03.12.2023 12:00;03.12.2023 12:15;14.409,00;11.477,75;57,00
03.12.2023 12:15;03.12.2023 12:30;14.311,00;11.379,00;105,75
03.12.2023 12:30;03.12.2023 12:45;14.204,00;11.363,75;69,25
03.12.2023 12:45;03.12.2023 13:00;14.036,25;11.282,75;101,00
03.12.2023 13:00;03.12.2023 13:15;13.914,00;11.231,75;114,50
03.12.2023 13:15;03.12.2023 13:30;13.826,25;11.226,75;129,00
03.12.2023 13:30;03.12.2023 13:45;13.741,50;11.234,25;150,75
03.12.2023 13:45;03.12.2023 14:00;13.629,50;11.174,75;98,25
03.12.2023 14:00;03.12.2023 14:15;13.562,25;11.145,50;108,25
03.12.2023 14:15;03.12.2023 14:30;13.571,75;11.234,50;40,50
03.12.2023 14:30;03.12.2023 14:45;13.591,75;11.322,75;39,25
03.12.2023 14:45;03.12.2023 15:00;13.582,50;11.429,50;39,25
03.12.2023 15:00;03.12.2023 15:15;13.613,75;11.575,50;83,50
03.12.2023 15:15;03.12.2023 15:30;13.639,25;11.695,00;51,00
03.12.2023 15:30;03.12.2023 15:45;13.629,50;11.788,75;14,25
03.12.2023 15:45;03.12.2023 16:00;13.711,75;11.921,75;22,75
03.12.2023 16:00;03.12.2023 16:15;13.814,00;12.004,75;2,50
03.12.2023 16:15;03.12.2023 16:30;13.937,75;12.052,50;2,25
03.12.2023 16:30;03.12.2023 16:45;14.087,50;12.098,50;1,50
03.12.2023 16:45;03.12.2023 17:00;14.376,50;12.256,75;1,00
03.12.2023 17:00;03.12.2023 17:15;14.587,25;12.345,50;1,00
03.12.2023 17:15;03.12.2023 17:30;14.637,75;12.260,75;1,00
03.12.2023 17:30;03.12.2023 17:45;14.719,75;12.229,75;1,25
03.12.2023 17:45;03.12.2023 18:00;14.788,25;12.180,25;1,75
03.12.2023 18:00;03.12.2023 18:15;14.903,00;12.224,75;0,75
03.12.2023 18:15;03.12.2023 18:30;14.826,00;12.086,75;0,75
03.12.2023 18:30;03.12.2023 18:45;14.817,50;11.990,25;0,75
03.12.2023 18:45;03.12.2023 19:00;14.797,75;11.922,25;0,50
03.12.2023 19:00;03.12.2023 19:15;14.712,75;11.747,50;0,50
03.12.2023 19:15;03.12.2023 19:30;14.589,75;11.528,00;0,50
03.12.2023 19:30;03.12.2023 19:45;14.506,50;11.343,25;2,00
03.12.2023 19:45;03.12.2023 20:00;14.432,25;11.175,50;7,25
03.12.2023 20:00;03.12.2023 20:15;14.271,00;10.915,25;11,75
03.12.2023 20:15;03.12.2023 20:30;14.156,25;10.716,25;5,00
03.12.2023 20:30;03.12.2023 20:45;13.989,50;10.478,25;5,25
03.12.2023 20:45;03.12.2023 21:00;13.834,25;10.269,75;7,50
03.12.2023 21:00;03.12.2023 21:15;13.712,25;10.103,00;75,00
03.12.2023 21:15;03.12.2023 21:30;13.655,50;10.012,50;74,50
03.12.2023 21:30;03.12.2023 21:45;13.573,75;9.906,75;89,25
03.12.2023 21:45;03.12.2023 22:00;13.524,25;9.809,50;92,25
03.12.2023 22:00;03.12.2023 22:15;13.647,50;9.945,50;154,50
03.12.2023 22:15;03.12.2023 22:30;13.545,25;9.842,25;226,25
03.12.2023 22:30;03.12.2023 22:45;13.387,25;9.666,00;281,50
03.12.2023 22:45;03.12.2023 23:00;13.156,00;9.443,00;433,25
03.12.2023 23:00;03.12.2023 23:15;12.982,75;9.230,00;244,00
03.12.2023 23:15;03.12.2023 23:30;12.848,50;9.045,00;272,25
03.12.2023 23:30;03.12.2023 23:45;12.852,25;8.974,00;553,50
03.12.2023 23:45;04.12.2023 00:00;12.706,00;8.740,25;647,50
04.12.2023 00:00;04.12.2023 00:15;12.607,50;8.582,50;555,50
04.12.2023 00:15;04.12.2023 00:30;12.502,50;8.479,75;660,25
04.12.2023 00:30;04.12.2023 00:45;12.376,00;8.311,75;791,25
04.12.2023 00:45;04.12.2023 01:00;12.311,50;8.174,75;924,25
04.12.2023 01:00;04.12.2023 01:15;12.257,25;8.066,00;868,00
04.12.2023 01:15;04.12.2023 01:30;12.191,25;7.957,75;1.012,50
04.12.2023 01:30;04.12.2023 01:45;12.117,00;7.892,25;1.085,75
04.12.2023 01:45;04.12.2023 02:00;12.107,50;7.893,00;1.172,75
04.12.2023 02:00;04.12.2023 02:15;12.021,25;7.801,50;1.121,25
04.12.2023 02:15;04.12.2023 02:30;11.928,25;7.676,25;1.145,25
04.12.2023 02:30;04.12.2023 02:45;11.959,00;7.661,75;1.163,75
04.12.2023 02:45;04.12.2023 03:00;12.001,00;7.663,75;1.151,50
04.12.2023 03:00;04.12.2023 03:15;11.970,50;7.606,00;1.166,50
04.12.2023 03:15;04.12.2023 03:30;12.006,25;7.606,50;1.171,25
04.12.2023 03:30;04.12.2023 03:45;12.093,50;7.666,00;1.158,25
04.12.2023 03:45;04.12.2023 04:00;12.192,25;7.725,00;1.133,25
04.12.2023 04:00;04.12.2023 04:15;12.280,75;7.762,75;1.155,50
04.12.2023 04:15;04.12.2023 04:30;12.287,25;7.715,75;1.173,25
04.12.2023 04:30;04.12.2023 04:45;12.402,75;7.825,50;1.160,25
04.12.2023 04:45;04.12.2023 05:00;12.656,50;8.093,50;1.095,50
04.12.2023 05:00;04.12.2023 05:15;12.932,25;8.348,25;1.122,00
04.12.2023 05:15;04.12.2023 05:30;13.042,50;8.396,00;1.040,75
04.12.2023 05:30;04.12.2023 05:45;13.212,50;8.513,50;730,75
04.12.2023 05:45;04.12.2023 06:00;13.543,50;8.829,75;523,75
04.12.2023 06:00;04.12.2023 06:15;14.384,75;9.564,00;488,00
04.12.2023 06:15;04.12.2023 06:30;14.968,75;10.093,25;199,75
04.12.2023 06:30;04.12.2023 06:45;15.410,50;10.488,50;74,75
04.12.2023 06:45;04.12.2023 07:00;15.873,75;10.972,50;52,25
04.12.2023 07:00;04.12.2023 07:15;16.333,50;11.474,00;16,25
04.12.2023 07:15;04.12.2023 07:30;16.701,25;11.849,00;8,75
04.12.2023 07:30;04.12.2023 07:45;16.929,00;11.976,00;2,50
04.12.2023 07:45;04.12.2023 08:00;17.128,50;12.080,75;2,75
04.12.2023 08:00;04.12.2023 08:15;17.378,25;12.303,75;2,50
04.12.2023 08:15;04.12.2023 08:30;17.588,25;12.454,00;1,25
04.12.2023 08:30;04.12.2023 08:45;17.699,00;12.543,25;1,00
04.12.2023 08:45;04.12.2023 09:00;17.791,50;12.649,50;1,00
04.12.2023 09:00;04.12.2023 09:15;17.803,00;12.689,00;1,25
04.12.2023 09:15;04.12.2023 09:30;17.911,00;12.794,75;1,00
04.12.2023 09:30;04.12.2023 09:45;17.991,50;12.899,00;0,75
04.12.2023 09:45;04.12.2023 10:00;17.952,25;12.907,25;0,75
04.12.2023 10:00;04.12.2023 10:15;17.986,75;12.978,75;0,75
04.12.2023 10:15;04.12.2023 10:30;18.014,00;13.012,00;1,00
04.12.2023 10:30;04.12.2023 10:45;18.135,75;13.146,25;1,00
04.12.2023 10:45;04.12.2023 11:00;18.245,75;13.315,00;1,00
04.12.2023 11:00;04.12.2023 11:15;18.242,50;13.384,00;1,25
04.12.2023 11:15;04.12.2023 11:30;18.284,75;13.491,50;1,25
04.12.2023 11:30;04.12.2023 11:45;18.332,75;13.617,50;1,25
04.12.2023 11:45;04.12.2023 12:00;18.333,00;13.654,50;1,25
04.12.2023 12:00;04.12.2023 12:15;18.288,50;13.616,25;1,25
04.12.2023 12:15;04.12.2023 12:30;18.248,25;13.591,75;2,75
04.12.2023 12:30;04.12.2023 12:45;18.255,25;13.611,25;3,25
04.12.2023 12:45;04.12.2023 13:00;18.260,50;13.671,50;3,50
04.12.2023 13:00;04.12.2023 13:15;18.257,50;13.677,00;2,00
04.12.2023 13:15;04.12.2023 13:30;18.199,75;13.602,75;2,25
04.12.2023 13:30;04.12.2023 13:45;18.102,00;13.531,00;2,75
04.12.2023 13:45;04.12.2023 14:00;17.938,75;13.391,75;2,00
04.12.2023 14:00;04.12.2023 14:15;17.834,75;13.325,25;23,25
04.12.2023 14:15;04.12.2023 14:30;17.854,75;13.305,50;23,50
04.12.2023 14:30;04.12.2023 14:45;17.813,50;13.231,50;2,00
04.12.2023 14:45;04.12.2023 15:00;17.783,75;13.146,00;2,25
04.12.2023 15:00;04.12.2023 15:15;17.845,25;13.117,75;1,75
04.12.2023 15:15;04.12.2023 15:30;17.799,00;12.976,75;3,50
04.12.2023 15:30;04.12.2023 15:45;17.800,25;12.901,50;33,50
04.12.2023 15:45;04.12.2023 16:00;17.838,25;12.803,25;56,00
04.12.2023 16:00;04.12.2023 16:15;17.832,75;12.679,00;39,75
04.12.2023 16:15;04.12.2023 16:30;17.951,00;12.704,75;14,75
04.12.2023 16:30;04.12.2023 16:45;18.087,75;12.740,25;1,75
04.12.2023 16:45;04.12.2023 17:00;18.257,50;12.856,75;1,75
04.12.2023 17:00;04.12.2023 17:15;18.386,25;12.923,00;1,25
04.12.2023 17:15;04.12.2023 17:30;18.457,00;12.951,50;1,00
04.12.2023 17:30;04.12.2023 17:45;18.448,75;12.906,25;1,00
04.12.2023 17:45;04.12.2023 18:00;18.455,50;12.886,25;1,00
04.12.2023 18:00;04.12.2023 18:15;18.313,00;12.725,25;1,00
04.12.2023 18:15;04.12.2023 18:30;18.290,00;12.655,00;1,00
04.12.2023 18:30;04.12.2023 18:45;18.249,75;12.611,50;1,00
04.12.2023 18:45;04.12.2023 19:00;18.199,00;12.534,00;1,25
04.12.2023 19:00;04.12.2023 19:15;18.094,25;12.370,50;2,75
04.12.2023 19:15;04.12.2023 19:30;17.944,25;12.165,50;2,50
04.12.2023 19:30;04.12.2023 19:45;17.772,00;11.976,50;17,00
04.12.2023 19:45;04.12.2023 20:00;17.618,25;11.762,50;4,75
04.12.2023 20:00;04.12.2023 20:15;17.278,00;11.347,00;2,75
04.12.2023 20:15;04.12.2023 20:30;17.121,50;11.198,25;25,25
04.12.2023 20:30;04.12.2023 20:45;16.821,25;10.874,00;34,00
04.12.2023 20:45;04.12.2023 21:00;16.669,75;10.664,00;58,25
04.12.2023 21:00;04.12.2023 21:15;16.446,75;10.418,00;132,25
04.12.2023 21:15;04.12.2023 21:30;16.256,75;10.218,00;171,75
04.12.2023 21:30;04.12.2023 21:45;16.054,00;10.012,00;254,25
04.12.2023 21:45;04.12.2023 22:00;15.804,25;9.796,50;318,25
04.12.2023 22:00;04.12.2023 22:15;15.675,50;9.729,25;400,50
04.12.2023 22:15;04.12.2023 22:30;15.486,25;9.509,50;525,25
04.12.2023 22:30;04.12.2023 22:45;15.344,00;9.379,50;638,00
04.12.2023 22:45;04.12.2023 23:00;14.995,00;9.010,25;692,25
04.12.2023 23:00;04.12.2023 23:15;14.749,25;8.729,75;665,50
04.12.2023 23:15;04.12.2023 23:30;14.544,75;8.443,25;745,25
04.12.2023 23:30;04.12.2023 23:45;14.358,00;8.159,00;796,75
04.12.2023 23:45;05.12.2023 00:00;14.222,00;7.994,75;908,75
05.12.2023 00:00;05.12.2023 00:15;14.051,25;7.806,50;864,25
05.12.2023 00:15;05.12.2023 00:30;13.898,25;7.618,25;966,50
05.12.2023 00:30;05.12.2023 00:45;13.716,75;7.405,75;1.128,00
05.12.2023 00:45;05.12.2023 01:00;13.556,00;7.256,50;1.230,25
05.12.2023 01:00;05.12.2023 01:15;13.337,50;7.018,00;1.159,50
05.12.2023 01:15;05.12.2023 01:30;13.166,50;6.821,25;1.135,00
05.12.2023 01:30;05.12.2023 01:45;13.113,25;6.801,50;1.235,75
05.12.2023 01:45;05.12.2023 02:00;13.014,75;6.629,75;1.300,00
05.12.2023 02:00;05.12.2023 02:15;12.949,25;6.506,50;1.302,75
05.12.2023 02:15;05.12.2023 02:30;12.994,50;6.505,00;1.283,00
05.12.2023 02:30;05.12.2023 02:45;12.934,00;6.446,50;1.296,25
05.12.2023 02:45;05.12.2023 03:00;12.997,50;6.523,25;1.289,25
05.12.2023 03:00;05.12.2023 03:15;12.989,00;6.562,50;1.211,50
05.12.2023 03:15;05.12.2023 03:30;12.925,50;6.537,25;1.257,50
05.12.2023 03:30;05.12.2023 03:45;13.019,50;6.610,75;1.252,00
05.12.2023 03:45;05.12.2023 04:00;13.063,00;6.639,25;1.220,50
05.12.2023 04:00;05.12.2023 04:15;13.148,00;6.746,25;1.206,50
05.12.2023 04:15;05.12.2023 04:30;13.203,25;6.809,00;1.193,75
05.12.2023 04:30;05.12.2023 04:45;13.262,75;6.828,50;1.115,75
05.12.2023 04:45;05.12.2023 05:00;13.404,50;6.904,00;1.064,75
05.12.2023 05:00;05.12.2023 05:15;13.839,50;7.346,50;1.184,25
05.12.2023 05:15;05.12.2023 05:30;14.023,75;7.505,25;1.133,00
05.12.2023 05:30;05.12.2023 05:45;14.134,50;7.666,50;945,25
05.12.2023 05:45;05.12.2023 06:00;14.547,25;8.084,75;875,75
05.12.2023 06:00;05.12.2023 06:15;15.339,75;8.801,25;653,50
05.12.2023 06:15;05.12.2023 06:30;15.753,50;9.207,25;481,75
05.12.2023 06:30;05.12.2023 06:45;16.210,75;9.666,50;338,50
05.12.2023 06:45;05.12.2023 07:00;16.521,25;9.989,00;281,00
05.12.2023 07:00;05.12.2023 07:15;17.017,25;10.454,00;184,25
05.12.2023 07:15;05.12.2023 07:30;17.351,25;10.728,75;94,25
05.12.2023 07:30;05.12.2023 07:45;17.524,25;10.912,50;26,50
05.12.2023 07:45;05.12.2023 08:00;17.718,25;11.108,00;19,00
05.12.2023 08:00;05.12.2023 08:15;17.880,50;11.281,75;2,75
05.12.2023 08:15;05.12.2023 08:30;18.035,00;11.445,00;2,25
05.12.2023 08:30;05.12.2023 08:45;18.139,00;11.543,75;2,50
05.12.2023 08:45;05.12.2023 09:00;18.208,50;11.584,00;2,25
05.12.2023 09:00;05.12.2023 09:15;18.071,75;11.463,00;2,25
05.12.2023 09:15;05.12.2023 09:30;18.119,75;11.516,25;2,25
05.12.2023 09:30;05.12.2023 09:45;18.210,00;11.647,25;2,25
05.12.2023 09:45;05.12.2023 10:00;18.179,00;11.654,25;2,75
05.12.2023 10:00;05.12.2023 10:15;18.136,50;11.618,00;3,00
05.12.2023 10:15;05.12.2023 10:30;18.211,75;11.701,25;3,00
05.12.2023 10:30;05.12.2023 10:45;18.243,25;11.744,25;3,00
05.12.2023 10:45;05.12.2023 11:00;18.253,50;11.801,50;3,25
05.12.2023 11:00;05.12.2023 11:15;18.251,00;11.874,75;3,25
05.12.2023 11:15;05.12.2023 11:30;18.259,00;11.949,50;3,00
05.12.2023 11:30;05.12.2023 11:45;18.236,50;11.936,75;3,50
05.12.2023 11:45;05.12.2023 12:00;18.255,00;12.003,75;5,25
05.12.2023 12:00;05.12.2023 12:15;18.226,00;12.020,25;4,75
05.12.2023 12:15;05.12.2023 12:30;18.122,25;11.969,00;4,75
05.12.2023 12:30;05.12.2023 12:45;18.153,75;12.071,25;4,50
05.12.2023 12:45;05.12.2023 13:00;18.106,00;12.114,50;4,00
05.12.2023 13:00;05.12.2023 13:15;18.116,25;12.169,75;3,50
05.12.2023 13:15;05.12.2023 13:30;18.079,00;12.222,75;3,00
05.12.2023 13:30;05.12.2023 13:45;17.993,75;12.240,25;3,00
05.12.2023 13:45;05.12.2023 14:00;17.836,50;12.181,75;3,75
05.12.2023 14:00;05.12.2023 14:15;17.755,25;12.180,00;3,50
05.12.2023 14:15;05.12.2023 14:30;17.795,50;12.339,00;3,00
05.12.2023 14:30;05.12.2023 14:45;17.733,00;12.347,75;2,75
05.12.2023 14:45;05.12.2023 15:00;17.722,25;12.400,75;2,50
05.12.2023 15:00;05.12.2023 15:15;17.725,00;12.476,50;2,00
05.12.2023 15:15;05.12.2023 15:30;17.690,00;12.467,00;2,00
05.12.2023 15:30;05.12.2023 15:45;17.731,75;12.553,50;2,00
05.12.2023 15:45;05.12.2023 16:00;17.700,25;12.566,50;2,25
05.12.2023 16:00;05.12.2023 16:15;17.732,75;12.576,00;2,00
05.12.2023 16:15;05.12.2023 16:30;17.775,50;12.599,75;1,75
05.12.2023 16:30;05.12.2023 16:45;17.996,25;12.760,50;1,50
05.12.2023 16:45;05.12.2023 17:00;18.122,25;12.789,75;1,50
05.12.2023 17:00;05.12.2023 17:15;18.172,75;12.824,50;1,75
05.12.2023 17:15;05.12.2023 17:30;18.159,75;12.815,50;1,75
05.12.2023 17:30;05.12.2023 17:45;18.174,50;12.864,75;1,75
05.12.2023 17:45;05.12.2023 18:00;18.169,50;12.921,00;1,75
05.12.2023 18:00;05.12.2023 18:15;18.047,50;12.881,50;2,25
05.12.2023 18:15;05.12.2023 18:30;17.953,75;12.887,75;2,25
05.12.2023 18:30;05.12.2023 18:45;17.891,25;12.906,50;2,00
05.12.2023 18:45;05.12.2023 19:00;17.825,75;12.958,75;1,75
05.12.2023 19:00;05.12.2023 19:15;17.753,75;12.990,50;1,50
05.12.2023 19:15;05.12.2023 19:30;17.556,00;12.867,00;1,25
05.12.2023 19:30;05.12.2023 19:45;17.361,25;12.711,75;1,00
05.12.2023 19:45;05.12.2023 20:00;17.206,50;12.586,25;1,50
05.12.2023 20:00;05.12.2023 20:15;16.959,25;12.380,25;2,50
05.12.2023 20:15;05.12.2023 20:30;16.734,75;12.215,75;3,50
05.12.2023 20:30;05.12.2023 20:45;16.571,00;12.116,00;4,00
05.12.2023 20:45;05.12.2023 21:00;16.364,50;11.953,00;31,00
05.12.2023 21:00;05.12.2023 21:15;16.296,00;11.917,75;44,00
05.12.2023 21:15;05.12.2023 21:30;16.102,00;11.775,75;7,00
05.12.2023 21:30;05.12.2023 21:45;15.808,25;11.564,00;68,50
05.12.2023 21:45;05.12.2023 22:00;15.624,25;11.455,50;134,00
05.12.2023 22:00;05.12.2023 22:15;15.389,25;11.329,75;145,00
05.12.2023 22:15;05.12.2023 22:30;15.267,00;11.335,00;141,25
05.12.2023 22:30;05.12.2023 22:45;14.944,50;11.123,25;140,50
05.12.2023 22:45;05.12.2023 23:00;14.699,25;10.964,25;217,75
05.12.2023 23:00;05.12.2023 23:15;14.432,75;10.769,25;361,75
05.12.2023 23:15;05.12.2023 23:30;14.310,50;10.720,75;466,75
05.12.2023 23:30;05.12.2023 23:45;14.143,00;10.591,75;514,00
05.12.2023 23:45;06.12.2023 00:00;13.986,00;10.509,50;578,00
06.12.2023 00:00;06.12.2023 00:15;13.829,50;10.414,75;674,00
06.12.2023 00:15;06.12.2023 00:30;13.636,50;10.273,50;775,25
06.12.2023 00:30;06.12.2023 00:45;13.430,75;10.104,00;685,00
06.12.2023 00:45;06.12.2023 01:00;13.240,25;9.922,75;726,50
06.12.2023 01:00;06.12.2023 01:15;13.193,00;9.909,50;693,25
06.12.2023 01:15;06.12.2023 01:30;13.086,00;9.886,00;925,00
06.12.2023 01:30;06.12.2023 01:45;13.016,75;9.859,00;1.017,75
06.12.2023 01:45;06.12.2023 02:00;12.992,50;9.851,75;1.030,75
06.12.2023 02:00;06.12.2023 02:15;12.887,50;9.791,25;1.124,25
06.12.2023 02:15;06.12.2023 02:30;12.853,25;9.774,50;1.123,50
06.12.2023 02:30;06.12.2023 02:45;12.844,75;9.784,25;1.125,75
06.12.2023 02:45;06.12.2023 03:00;12.887,25;9.838,75;1.125,50
06.12.2023 03:00;06.12.2023 03:15;12.952,75;9.902,50;1.239,50
06.12.2023 03:15;06.12.2023 03:30;12.952,00;9.902,25;1.254,00
06.12.2023 03:30;06.12.2023 03:45;13.005,00;9.957,75;1.201,25
06.12.2023 03:45;06.12.2023 04:00;12.974,00;9.932,75;1.203,50
06.12.2023 04:00;06.12.2023 04:15;13.068,50;10.039,50;1.284,75
06.12.2023 04:15;06.12.2023 04:30;13.132,00;10.102,25;1.239,75
06.12.2023 04:30;06.12.2023 04:45;13.250,25;10.269,00;1.143,50
06.12.2023 04:45;06.12.2023 05:00;13.310,75;10.346,75;1.004,75
06.12.2023 05:00;06.12.2023 05:15;13.601,00;10.629,75;976,50
06.12.2023 05:15;06.12.2023 05:30;13.796,75;10.826,25;802,00
06.12.2023 05:30;06.12.2023 05:45;14.065,75;11.129,00;807,50
06.12.2023 05:45;06.12.2023 06:00;14.554,75;11.650,25;787,00
06.12.2023 06:00;06.12.2023 06:15;15.118,75;12.197,75;715,50
06.12.2023 06:15;06.12.2023 06:30;15.587,75;12.680,00;482,75
06.12.2023 06:30;06.12.2023 06:45;15.919,00;13.000,00;135,50
06.12.2023 06:45;06.12.2023 07:00;16.195,00;13.292,50;67,25
06.12.2023 07:00;06.12.2023 07:15;16.769,00;13.918,25;208,00
06.12.2023 07:15;06.12.2023 07:30;16.996,75;14.128,50;44,50
06.12.2023 07:30;06.12.2023 07:45;17.169,00;14.320,25;5,50
06.12.2023 07:45;06.12.2023 08:00;17.286,50;14.450,25;2,75
06.12.2023 08:00;06.12.2023 08:15;17.470,75;14.673,75;2,75
06.12.2023 08:15;06.12.2023 08:30;17.644,75;14.847,25;2,25
06.12.2023 08:30;06.12.2023 08:45;17.787,00;15.057,25;2,25
06.12.2023 08:45;06.12.2023 09:00;17.786,00;15.096,75;1,75
06.12.2023 09:00;06.12.2023 09:15;17.761,25;15.060,75;1,00
06.12.2023 09:15;06.12.2023 09:30;17.898,00;15.181,00;1,00
06.12.2023 09:30;06.12.2023 09:45;18.015,00;15.307,00;2,00
06.12.2023 09:45;06.12.2023 10:00;18.134,50;15.437,00;1,00
06.12.2023 10:00;06.12.2023 10:15;18.049,50;15.316,75;1,00
06.12.2023 10:15;06.12.2023 10:30;18.101,00;15.371,00;1,25
06.12.2023 10:30;06.12.2023 10:45;18.187,50;15.460,50;1,25
06.12.2023 10:45;06.12.2023 11:00;18.252,00;15.532,25;1,50
06.12.2023 11:00;06.12.2023 11:15;18.286,50;15.580,50;4,75
06.12.2023 11:15;06.12.2023 11:30;18.311,50;15.608,75;2,75
06.12.2023 11:30;06.12.2023 11:45;18.272,50;15.619,75;5,25
06.12.2023 11:45;06.12.2023 12:00;18.327,25;15.697,00;2,00
06.12.2023 12:00;06.12.2023 12:15;18.258,25;15.619,25;54,50
06.12.2023 12:15;06.12.2023 12:30;18.210,75;15.576,25;44,25
06.12.2023 12:30;06.12.2023 12:45;18.168,50;15.565,00;38,25
06.12.2023 12:45;06.12.2023 13:00;18.165,75;15.586,50;29,50
06.12.2023 13:00;06.12.2023 13:15;18.121,00;15.605,25;7,75
06.12.2023 13:15;06.12.2023 13:30;18.056,25;15.583,00;4,50
06.12.2023 13:30;06.12.2023 13:45;17.953,00;15.475,75;1,50
06.12.2023 13:45;06.12.2023 14:00;17.714,50;15.268,00;2,50
06.12.2023 14:00;06.12.2023 14:15;17.678,00;15.295,00;7,50
06.12.2023 14:15;06.12.2023 14:30;17.649,00;15.331,75;9,75
06.12.2023 14:30;06.12.2023 14:45;17.601,50;15.375,25;4,00
06.12.2023 14:45;06.12.2023 15:00;17.558,50;15.381,00;2,75
06.12.2023 15:00;06.12.2023 15:15;17.639,00;15.469,25;17,00
06.12.2023 15:15;06.12.2023 15:30;17.547,75;15.414,25;4,00
06.12.2023 15:30;06.12.2023 15:45;17.485,50;15.363,50;2,75
06.12.2023 15:45;06.12.2023 16:00;17.491,75;15.400,75;3,00
06.12.2023 16:00;06.12.2023 16:15;17.531,50;15.421,00;2,75
06.12.2023 16:15;06.12.2023 16:30;17.572,50;15.423,00;2,50
06.12.2023 16:30;06.12.2023 16:45;17.651,50;15.482,50;3,25
06.12.2023 16:45;06.12.2023 17:00;17.735,75;15.548,25;3,75
06.12.2023 17:00;06.12.2023 17:15;17.848,00;15.619,00;4,00
06.12.2023 17:15;06.12.2023 17:30;17.838,50;15.620,00;3,00
06.12.2023 17:30;06.12.2023 17:45;17.880,75;15.657,25;2,75
06.12.2023 17:45;06.12.2023 18:00;17.876,00;15.681,50;2,50
